Customer Segment,RFM_score,F_quartile,R_quartile,M_quartile,Total Paid,last-to-present,Order ID,Units Sold
Loyal custommer,413,1,4,3,651224.64,1012,100090873,7968
"Once Loyal, Now Gone",442,4,4,2,873088.4,1218,614597785,1997
High paying customer,431,3,4,1,1888509,407,823236739,2900
Loyal custommer,412,1,4,2,1819827.9,607,905947482,8847
Normal,432,3,4,2,972138.2,1470,571082055,4726
Normal,322,2,3,2,1766282.32,335,789592826,6919
Normal,344,4,3,4,85749.96,256,750439441,562
Loyal custommer,414,1,4,4,77532.3,1381,791692674,8310
Normal,422,2,4,2,1091404.74,2223,369179093,7153
Loyal custommer,412,1,4,2,1285014.46,2148,557239282,8341
Loyal custommer,413,1,4,3,778886.9,1739,595496594,9530
Normal,433,3,4,3,572632.74,723,298169219,3753
Normal,433,3,4,3,347838.24,1598,799109733,3183
"Once Loyal, Now Gone",443,4,4,3,578925.69,2413,905177152,889
Normal,422,2,4,2,1380554.24,2499,559054172,5408
Normal,433,3,4,3,698446.08,953,944247710,2736
"Once Loyal, Now Gone",442,4,4,2,1539025.81,2039,449487864,2303
Normal,234,3,2,4,216751.6,151,861597049,4568
Churn customer,444,4,4,4,84840.6,1463,856349790,1788
High paying customer,421,2,4,1,2709765.6,1203,301624333,6198
Loyal custommer,213,1,2,3,361521.55,127,122967326,7619
High paying customer,421,2,4,1,4972597.07,1111,663176238,7441
Churn customer,444,4,4,4,106657.65,1452,947622144,1305
High paying customer,431,3,4,1,3080874.51,796,248767650,4731
Churn customer,444,4,4,4,234498,1017,830732762,1140
High paying customer,421,2,4,1,3112864,1422,980961358,7120
Normal,422,2,4,2,1672594.56,1089,828993833,6552
Normal,424,2,4,4,246218.05,1930,921716296,5189
Churn customer,444,4,4,4,248498.78,1563,804308497,1613
High paying customer,411,1,4,1,3361197.63,2710,438558185,7967
High paying customer,421,2,4,1,4145278.81,852,906749570,6203
High paying customer,411,1,4,1,5064818.33,2600,465726172,7579
Normal,434,3,4,4,222777.75,520,935907542,4695
Normal,342,4,3,2,1046656.8,207,391026866,2394
Normal,422,2,4,2,1128881.6,1718,551653850,5488
High paying customer,421,2,4,1,2772239.19,1551,546081721,6571
Normal,422,2,4,2,1449735.12,2115,743799579,5679
Loyal custommer,412,1,4,2,1416552.72,921,378479278,9284
Churn customer,444,4,4,4,179642.54,2761,868854463,2198
High paying customer,411,1,4,1,3495780.54,1804,733636796,8286
Loyal custommer,412,1,4,2,1638811.9,1178,591774117,7967
High paying customer,421,2,4,1,4499461.91,796,121916759,6733
High paying customer,431,3,4,1,2610262.62,678,619335210,3906
Churn customer,444,4,4,4,73982.56,2264,974147260,677
"Once Loyal, Now Gone",443,4,4,3,562801.26,2061,244194161,1334
High paying customer,411,1,4,1,3609523.2,1344,784021556,8256
Normal,422,2,4,2,1339454.16,1774,103832662,5247
Churn customer,444,4,4,4,68233.1,1900,456074512,1438
High paying customer,411,1,4,1,4063644.48,895,196608340,9632
Normal,433,3,4,3,632733.2,1349,169721019,3076
Normal,223,2,2,3,259361.7,163,772725379,5466
High paying customer,431,3,4,1,2653029.54,596,750012004,4074
Normal,434,3,4,4,172433.3,913,121196639,3634
"Once Loyal, Now Gone",443,4,4,3,775592.8,1972,454453599,1774
Loyal custommer,412,1,4,2,1832581.3,879,783516871,8909
Loyal custommer,414,1,4,4,88327.11,1896,380507457,9467
High paying customer,431,3,4,1,2358993.1,1136,765858924,3530
Normal,424,2,4,4,64190.4,2677,230121362,6880
Churn customer,444,4,4,4,195501.92,2119,166810500,1789
Normal,434,3,4,4,43617.75,2527,658469712,4675
High paying customer,321,2,3,1,3964845.91,342,874172532,5933
Normal,422,2,4,2,1774706.56,2668,924594628,6952
High paying customer,421,2,4,1,3615517.92,2428,313821303,5552
High paying customer,421,2,4,1,2990885.2,1535,436864745,6841
Loyal custommer,413,1,4,3,443894.75,702,803016746,9355
Loyal custommer,412,1,4,2,1707515.7,1776,698729026,8301
Loyal custommer,413,1,4,3,669286.97,372,884520709,8189
Normal,434,3,4,4,214901.05,1057,901337087,4529
Normal,432,3,4,2,1508777.2,2082,431378877,3451
Churn customer,444,4,4,4,18635.44,1515,451507890,73
Normal,423,2,4,3,645298.4,2446,843421113,5905
Churn customer,444,4,4,4,19863.57,476,548432195,2129
"Once Loyal, Now Gone",443,4,4,3,637534.59,757,560762631,979
"Once Loyal, Now Gone",443,4,4,3,498561.84,1224,551270186,1953
Normal,223,2,2,3,267570.55,133,870454347,5639
Normal,432,3,4,2,881218.8,1831,520864665,4284
Normal,423,2,4,3,658302.72,2449,112384831,6024
Loyal custommer,413,1,4,3,359718.45,1961,566428315,7581
Normal,432,3,4,2,1557743.6,2549,652721202,3563
Loyal custommer,414,1,4,4,86703.69,1147,159232509,9293
High paying customer,311,1,3,1,3989813.73,287,133145129,9457
Loyal custommer,413,1,4,3,752079.46,703,803252780,9202
Normal,434,3,4,4,221896.95,2505,570703542,2715
Normal,434,3,4,4,216466.9,519,467980086,4562
Normal,432,3,4,2,1695997.8,1618,281510341,4020
Loyal custommer,414,1,4,4,86395.8,2464,716135489,9260
Normal,422,2,4,2,1706802.08,1860,398104035,6686
Normal,424,2,4,4,56530.47,1771,454434287,6059
Normal,433,3,4,3,452628.28,377,386601865,2938
High paying customer,431,3,4,1,2402313.69,705,335915410,3689
Normal,433,3,4,3,510990.42,1167,502038991,3349
Normal,432,3,4,2,1230718,2169,935664641,2815
Normal,433,3,4,3,488216.14,2685,373186957,3169
High paying customer,411,1,4,1,4196117.94,2047,380610454,9946
Normal,424,2,4,4,63826.53,1596,393407380,6841
Normal,423,2,4,3,718625.28,753,310682046,6576
Normal,424,2,4,4,61316.76,1095,483193576,6572
High paying customer,411,1,4,1,2366445.6,1360,797677218,9270
Normal,433,3,4,3,435768.48,1454,921133935,2856
High paying customer,411,1,4,1,2005224.4,1428,537435138,7855
High paying customer,121,2,1,1,1929406.24,64,482115542,7558
Loyal custommer,412,1,4,2,1013572,2261,933963048,9275
High paying customer,411,1,4,1,6202882.14,1656,723772704,9282
Churn customer,444,4,4,4,69514.25,1993,599997556,1465
Normal,432,3,4,2,1833156.15,847,458816373,2815
"Once Loyal, Now Gone",443,4,4,3,288528.78,2431,653087270,1891
"Once Loyal, Now Gone",442,4,4,2,883859.55,1416,310497939,2095
Normal,423,2,4,3,436438.2,1842,564629733,5340
Normal,422,2,4,2,784108.62,2566,535668742,5139
Normal,422,2,4,2,1254564.3,514,920164906,6099
Normal,433,3,4,3,524882.42,2647,999298226,3407
Loyal custommer,114,1,1,4,82533.18,99,975661742,8846
Normal,423,2,4,3,359386.3,2373,784627521,7574
Normal,424,2,4,4,68388.9,687,186868274,7330
High paying customer,421,2,4,1,2753922.8,665,585449254,6299
"Once Loyal, Now Gone",443,4,4,3,352612.38,795,339999663,2311
Normal,434,3,4,4,30275.85,1013,385082232,3245
Loyal custommer,113,1,1,3,370394.7,16,318390929,7806
Loyal custommer,413,1,4,3,729276.79,2602,921255815,8923
"Once Loyal, Now Gone",442,4,4,2,1070702.8,1049,889333665,2449
Normal,433,3,4,3,523654.56,2723,865276610,3432
Churn customer,444,4,4,4,140348.66,721,254127776,911
Loyal custommer,413,1,4,3,716853.83,1299,689370048,8771
Loyal custommer,413,1,4,3,761641.87,1678,121317231,9319
Normal,433,3,4,3,659684.92,606,423575580,4282
Loyal custommer,412,1,4,2,886260.8,644,128071677,8110
Normal,422,2,4,2,935010.24,1727,593018233,6128
Normal,433,3,4,3,271343.6,1862,537588775,3320
Normal,432,3,4,2,1234278.8,1886,891808593,4835
Normal,422,2,4,2,1125100.18,1855,596469056,7303
Normal,432,3,4,2,1349626.11,2717,627003753,3199
Normal,433,3,4,3,742912.02,1076,265191352,4869
Normal,423,2,4,3,565244.68,2620,293178594,6916
Normal,434,3,4,4,28633.77,2120,904812800,3069
Best customer,111,1,1,1,4152241.38,56,634156453,9842
Normal,323,2,3,3,625628,306,833519256,5725
High paying customer,411,1,4,1,2018243.68,1562,924665439,7906
High paying customer,421,2,4,1,2467119.6,1253,432602822,5643
Churn customer,444,4,4,4,126334.74,1291,172245728,194
High paying customer,421,2,4,1,3790427.44,1083,538847053,5672
Normal,432,3,4,2,1835737.69,1328,171612298,2747
High paying customer,411,1,4,1,3519406.38,598,498946940,8342
"Once Loyal, Now Gone",443,4,4,3,479817.86,1935,943598830,718
Churn customer,444,4,4,4,146378.43,605,631189286,1791
High paying customer,431,3,4,1,3378773.12,756,223897349,5056
Churn customer,444,4,4,4,185363.64,1430,120043075,2268
Loyal custommer,412,1,4,2,1209349.08,772,243810927,7926
Normal,423,2,4,3,539826.65,1258,838895261,6605
Normal,423,2,4,3,750535.04,2530,584200847,6868
Normal,434,3,4,4,118197.95,1298,867976844,2491
"Once Loyal, Now Gone",443,4,4,3,375992,369,407816636,860
High paying customer,421,2,4,1,3124668.4,1358,722346198,7147
Loyal custommer,412,1,4,2,1081653.44,2123,296534144,9898
Churn customer,444,4,4,4,14676.09,2286,974420630,1573
Churn customer,444,4,4,4,50263.95,1659,946774995,615
Normal,424,2,4,4,49010.49,1852,437974536,5253
Normal,422,2,4,2,882917.86,866,697638976,5731
Normal,424,2,4,4,253050.85,2105,469435775,5333
High paying customer,411,1,4,1,4340084.4,1919,813325440,9927
Normal,344,4,3,4,144286.38,301,645309722,342
Churn customer,444,4,4,4,137085.36,2378,130850875,537
Loyal custommer,412,1,4,2,1195967.78,2000,942372310,7763
High paying customer,421,2,4,1,1886008.64,759,783646905,7388
Normal,434,3,4,4,250093.8,580,736356341,3060
High paying customer,411,1,4,1,3354869.28,1093,835959851,7952
Normal,423,2,4,3,756982.56,1192,380498874,6927
Normal,434,3,4,4,241757.34,1197,653800523,2958
High paying customer,411,1,4,1,2034071.04,1905,881140697,7968
Normal,433,3,4,3,511987.3,2725,979965722,2489
Churn customer,444,4,4,4,170695.36,396,378216636,1562
Churn customer,444,4,4,4,22802.67,1945,565288484,279
Normal,322,2,3,2,791842.88,225,719034850,7246
Loyal custommer,412,1,4,2,1210911.6,754,215120732,7860
Loyal custommer,412,1,4,2,1201051.76,1479,753741776,7796
Normal,334,3,3,4,117011.7,242,797316300,2466
"Once Loyal, Now Gone",442,4,4,2,1180833.09,678,178604066,1767
Churn customer,444,4,4,4,146024.8,1072,447183310,334
Normal,434,3,4,4,33662.64,443,148872745,3608
High paying customer,411,1,4,1,3706303.65,1043,139800012,8785
Normal,432,3,4,2,1814922.27,2706,601894414,2787
Loyal custommer,412,1,4,2,888009.28,2323,587212646,8126
Normal,343,4,3,3,639163.35,341,291910016,1515
Normal,434,3,4,4,146193.45,2495,132177388,3081
Churn customer,444,4,4,4,220935.84,2038,846413600,1448
Churn customer,444,4,4,4,139578.36,2000,919505298,906
Loyal custommer,414,1,4,4,84632.43,842,526355254,9071
Normal,433,3,4,3,490885.76,1464,332809197,4492
High paying customer,421,2,4,1,4813093.11,1319,581330239,7391
Best customer,111,1,1,1,5917530.85,89,152607667,8855
Normal,422,2,4,2,1130338.22,1361,774928224,7337
Loyal custommer,413,1,4,3,625561.42,2713,239721095,7654
Normal,422,2,4,2,1564355.84,2095,332274043,6128
Normal,432,3,4,2,952185.3,2717,398333632,4629
Loyal custommer,414,1,4,4,77774.88,608,488437402,8336
Normal,433,3,4,3,621458.34,1384,962703025,4073
Normal,433,3,4,3,558064.1,1805,615208470,2713
High paying customer,411,1,4,1,2004713.84,2409,708899104,7853
Normal,322,2,3,2,1311118.08,326,611026370,5136
Normal,434,3,4,4,142919.4,1794,392718589,3012
High paying customer,411,1,4,1,1954767.1,2688,612798345,9503
High paying customer,421,2,4,1,3397362.57,894,580782210,5217
High paying customer,421,2,4,1,3770505.9,2513,853017842,5790
Loyal custommer,413,1,4,3,360620,1503,935376679,7600
Churn customer,444,4,4,4,104342.55,1377,435463559,2199
Normal,423,2,4,3,588582.08,829,989403665,5386
Churn customer,444,4,4,4,73794.74,582,628515231,479
Churn customer,444,4,4,4,105127.62,1554,328470885,689
High paying customer,411,1,4,1,2007837.7,2184,585494744,9761
Normal,423,2,4,3,571537.89,1718,306256616,6993
Normal,424,2,4,4,49682.25,2421,208421218,5325
Churn customer,444,4,4,4,4740.34,1762,845496499,58
Loyal custommer,413,1,4,3,698628.04,2017,939772927,8548
High paying customer,431,3,4,1,2742580.08,768,261640536,4104
Loyal custommer,413,1,4,3,441901.85,2764,761485421,9313
Loyal custommer,412,1,4,2,787305.09,1902,801598393,9633
Normal,422,2,4,2,1642216.24,1147,616572749,6433
Normal,422,2,4,2,1366053.7,1472,195212733,6641
High paying customer,431,3,4,1,2581396.44,2702,603114926,3964
Churn customer,444,4,4,4,118508.5,2415,741250836,1450
High paying customer,421,2,4,1,2222094.63,441,836457669,5267
Normal,123,2,1,3,659067.68,94,629547774,6031
Churn customer,444,4,4,4,171347.34,2586,768351447,1123
Normal,433,3,4,3,692961.88,2216,188920056,4498
Normal,424,2,4,4,56465.16,1413,671450746,6052
High paying customer,431,3,4,1,2099746.53,2271,643027484,4977
"Once Loyal, Now Gone",442,4,4,2,834000.96,1844,569313085,1248
"Once Loyal, Now Gone",443,4,4,3,611650.88,1616,357943856,2396
Churn customer,444,4,4,4,8602.26,834,277377164,922
"Once Loyal, Now Gone",442,4,4,2,1140919.92,1275,967122018,1752
High paying customer,311,1,3,1,6031136.75,243,953528153,9025
Normal,434,3,4,4,27094.32,687,338514792,2904
Normal,422,2,4,2,1065008.4,450,264624011,6980
High paying customer,321,2,3,1,2304918.4,362,734843146,5272
Normal,423,2,4,3,687152.64,1498,277429091,6288
Normal,422,2,4,2,883996.28,1241,725348985,5738
"Once Loyal, Now Gone",443,4,4,3,324855.3,2612,850567805,770
Normal,422,2,4,2,1793086.72,436,205588376,7024
Loyal custommer,412,1,4,2,798338.64,1728,688697564,9768
"Once Loyal, Now Gone",442,4,4,2,837451.65,861,731959664,1985
Normal,422,2,4,2,1758368.64,707,764484775,6888
Churn customer,444,4,4,4,129098.34,1776,638314521,306
"Once Loyal, Now Gone",442,4,4,2,993755.6,1333,673702085,2273
Churn customer,444,4,4,4,132317.46,2349,677851569,198
High paying customer,431,3,4,1,1961716.4,1657,225145757,4487
High paying customer,431,3,4,1,1970023.2,403,225821673,4506
Normal,433,3,4,3,480067.04,1047,244610011,4393
Normal,432,3,4,2,795707.76,1055,628625524,3117
Normal,433,3,4,3,774343.5,2487,583654105,5075
Churn customer,444,4,4,4,42744.79,1583,396832883,523
Normal,433,3,4,3,704362.32,1568,984095466,4572
Normal,433,3,4,3,321501.76,1803,631463515,2942
Normal,432,3,4,2,1130635.12,763,726223170,4429
Normal,433,3,4,3,523997.6,1567,867477738,4795
"Once Loyal, Now Gone",443,4,4,3,309352.48,2539,457191598,2008
High paying customer,421,2,4,1,4465998.18,1647,592986905,6858
Churn customer,444,4,4,4,5551.65,1125,530853211,117
High paying customer,411,1,4,1,2052195.92,1467,946597325,8039
Loyal custommer,412,1,4,2,1077063.68,1402,910276353,9856
Normal,344,4,3,4,33736.95,194,727224385,711
Churn customer,444,4,4,4,165676.72,2749,806197631,649
"Once Loyal, Now Gone",442,4,4,2,1375355.52,1099,770821654,2112
Normal,423,2,4,3,476158.98,1196,362551248,5826
"Once Loyal, Now Gone",442,4,4,2,1085938.75,1334,588609969,1625
Normal,433,3,4,3,380836.32,679,748350751,2472
Normal,422,2,4,2,983835.84,1662,968185460,6448
Churn customer,444,4,4,4,10285,2420,856648051,50
Normal,422,2,4,2,1453064.8,2331,655301272,7064
High paying customer,421,2,4,1,2218719.51,1860,693210542,5259
Normal,422,2,4,2,898169.8,1344,742380797,5830
Normal,434,3,4,4,23045.1,1546,229092681,2470
"Once Loyal, Now Gone",442,4,4,2,935578,1370,261462438,1400
Normal,433,3,4,3,490557.92,1771,949085986,4489
Normal,422,2,4,2,1522180,2053,259151017,7400
High paying customer,431,3,4,1,1945334.79,977,849431836,4611
Loyal custommer,412,1,4,2,1362352.58,423,936664998,8843
"Once Loyal, Now Gone",443,4,4,3,359020.74,1639,539342725,2353
High paying customer,311,1,3,1,4934218.17,316,862485826,7577
Normal,432,3,4,2,1137594.4,514,624940383,2602
Normal,344,4,3,4,51198.55,342,724454629,1079
Loyal custommer,413,1,4,3,424392.8,1680,238170993,8944
Normal,433,3,4,3,628002.1,1964,136874473,3053
Churn customer,444,4,4,4,6865.32,901,218608891,84
High paying customer,431,3,4,1,1993353.81,1123,256095016,3061
Loyal custommer,412,1,4,2,1647862.7,884,217115008,8011
Churn customer,444,4,4,4,57596,1017,194785726,280
Loyal custommer,414,1,4,4,84968.31,2089,821534287,9107
High paying customer,411,1,4,1,3957971.6,2008,202047002,9053
"Once Loyal, Now Gone",443,4,4,3,433409.9,1730,481319892,2107
Churn customer,444,4,4,4,34204.64,2764,231450879,313
High paying customer,331,3,3,1,2330925.76,362,645421731,3488
Churn customer,444,4,4,4,8635.9,1073,447419345,182
Churn customer,444,4,4,4,21528.16,2489,835663306,197
Churn customer,444,4,4,4,52453.5,2745,368851649,255
High paying customer,411,1,4,1,3260365.92,1925,877084767,7728
Normal,423,2,4,3,612811.54,658,184942662,7498
Loyal custommer,412,1,4,2,1434606.72,812,441266143,9312
High paying customer,421,2,4,1,3572538.06,1605,727713620,5486
High paying customer,221,2,2,1,4816349.16,110,894858586,7396
Normal,332,3,3,2,1210282.48,269,339500987,4741
High paying customer,411,1,4,1,3670021.11,563,394021928,8699
Normal,432,3,4,2,1654364.8,1892,292424571,3784
Churn customer,444,4,4,4,201241.53,1851,337965905,477
Churn customer,444,4,4,4,201926.48,2014,194922626,791
High paying customer,431,3,4,1,2540094.27,612,792792594,3801
Loyal custommer,412,1,4,2,1425402.36,1412,548693120,9342
Normal,434,3,4,4,36125.76,2267,436280238,3872
High paying customer,411,1,4,1,3692803.17,2412,530882394,8753
Loyal custommer,414,1,4,4,87011.58,539,546969640,9326
Normal,424,2,4,4,63332.04,2645,291995418,6788
Normal,422,2,4,2,1115856.58,2335,475355947,7243
"Once Loyal, Now Gone",443,4,4,3,342996.57,1539,352362716,813
High paying customer,411,1,4,1,6406704.49,770,964614045,9587
Normal,434,3,4,4,33028.2,644,446045196,3540
Loyal custommer,414,1,4,4,91378.02,2154,949205291,9794
"Once Loyal, Now Gone",443,4,4,3,520316.79,1365,306134307,799
High paying customer,411,1,4,1,5024085.15,1901,211031329,7715
Normal,423,2,4,3,565162.95,1719,256547343,6915
High paying customer,411,1,4,1,2050664.24,1914,754249465,8033
Normal,423,2,4,3,565244.68,2559,336635959,6916
Churn customer,444,4,4,4,35919.65,1598,757468974,757
Normal,433,3,4,3,569994.7,2358,741964948,2771
High paying customer,411,1,4,1,2111931.44,843,474717366,8273
Churn customer,444,4,4,4,218.56,1384,532441079,2
Loyal custommer,312,1,3,2,1480670.66,224,209584653,9611
High paying customer,411,1,4,1,2307731.2,2544,200458705,9040
Loyal custommer,413,1,4,3,702142.43,962,686294305,8591
Loyal custommer,314,1,3,4,86563.74,247,723637521,9278
Normal,423,2,4,3,554047.67,1963,448354041,6779
Normal,432,3,4,2,859414.6,925,614233434,4178
Loyal custommer,414,1,4,4,78110.76,1785,704710566,8372
High paying customer,431,3,4,1,2172884,1230,315711724,4970
Normal,122,2,1,2,1075841.58,13,330080640,7051
High paying customer,221,2,2,1,3584911.05,141,491671931,5505
High paying customer,411,1,4,1,5519655.96,1291,766788041,8476
"Once Loyal, Now Gone",443,4,4,3,262473.2,633,481114327,1276
High paying customer,411,1,4,1,2551778.88,2225,446438729,9996
Normal,422,2,4,2,1160533.98,461,956969964,7533
"Once Loyal, Now Gone",443,4,4,3,473799.68,2356,587799727,1856
High paying customer,411,1,4,1,6375295.8,1178,163558804,9540
Normal,434,3,4,4,116869.35,531,268866622,2463
Normal,423,2,4,3,273596.7,433,865858972,5766
High paying customer,421,2,4,1,5026726.94,996,988599860,7522
Loyal custommer,412,1,4,2,1305812.56,1063,285343968,8476
High paying customer,411,1,4,1,5159536.83,2007,330590474,7923
"Once Loyal, Now Gone",442,4,4,2,1202217.73,2153,888790786,1799
"Once Loyal, Now Gone",443,4,4,3,261917.28,2230,703131282,1026
Loyal custommer,412,1,4,2,1770871.3,583,323293578,8609
Normal,423,2,4,3,485639.66,1348,745253551,5942
High paying customer,431,3,4,1,2125549.44,2656,421206653,3264
High paying customer,431,3,4,1,2059608.14,2040,969289243,3082
High paying customer,321,2,3,1,4689918.86,262,325450932,7018
Normal,244,4,2,4,13158.53,104,800045716,161
High paying customer,421,2,4,1,2947323.54,1167,531281936,6986
Normal,344,4,3,4,152426.45,184,107808768,1865
High paying customer,411,1,4,1,4163892.8,515,398552930,9524
"Once Loyal, Now Gone",443,4,4,3,739151.28,2264,427385604,1752
High paying customer,421,2,4,1,4943193.19,1336,958929479,7397
Normal,433,3,4,3,648777.8,1462,910152328,3154
High paying customer,311,1,3,1,1978628.3,188,786222684,9619
Normal,423,2,4,3,643659.2,1625,709095227,5890
Normal,424,2,4,4,67931.73,2260,326904904,7281
High paying customer,411,1,4,1,6111997.42,2014,706301438,9146
Loyal custommer,413,1,4,3,409256.25,1850,431362569,8625
Normal,422,2,4,2,1384361,2652,829704082,6730
High paying customer,421,2,4,1,2261635.6,2650,690101325,5173
Loyal custommer,412,1,4,2,1343249.14,2609,692073285,8719
Loyal custommer,412,1,4,2,1501234.62,1894,197217309,9839
Loyal custommer,412,1,4,2,1831141.4,1335,713532245,8902
Normal,334,3,3,4,239859.75,301,127791011,5055
High paying customer,421,2,4,1,2907243.99,1345,763437211,6891
Normal,433,3,4,3,451087.68,1078,976351392,2928
Normal,422,2,4,2,1567674.48,1175,349880063,6141
Loyal custommer,412,1,4,2,1815302.5,2036,586099851,8825
"Once Loyal, Now Gone",443,4,4,3,346943.12,1301,619194447,2252
Best customer,111,1,1,1,3595346.58,51,710117900,8522
High paying customer,421,2,4,1,3802415.19,861,511712110,5839
Loyal custommer,412,1,4,2,791881.97,827,602357041,9689
Churn customer,444,4,4,4,191959.95,620,586477077,455
Normal,432,3,4,2,1381552,1111,648495757,3160
High paying customer,421,2,4,1,3062499.51,2482,220931041,7259
High paying customer,421,2,4,1,2571841.44,2519,108127200,6096
"Once Loyal, Now Gone",442,4,4,2,983700,1940,518492305,2250
Loyal custommer,413,1,4,3,402660.7,2358,627629888,8486
Churn customer,444,4,4,4,196272.44,379,499362361,1274
High paying customer,411,1,4,1,1946127.7,1967,326540553,9461
Loyal custommer,414,1,4,4,71187.9,1806,482453715,7630
Normal,432,3,4,2,1829723.26,2012,516635358,2738
Loyal custommer,413,1,4,3,374855,1720,294330871,7900
Churn customer,444,4,4,4,199132.08,1309,751790845,472
High paying customer,411,1,4,1,6329853.44,1388,583094489,9472
Loyal custommer,412,1,4,2,786651.25,1491,284435451,9625
High paying customer,411,1,4,1,2391207.76,2766,279703605,9367
New customer,144,4,1,4,216519.48,5,586341464,324
Normal,423,2,4,3,345910.5,1086,329540765,7290
Loyal custommer,412,1,4,2,1180053.72,2178,958491313,7734
Normal,343,4,3,3,494987.92,271,381495797,1939
Normal,422,2,4,2,1040367.18,2412,724169671,6753
High paying customer,421,2,4,1,2997443.2,2374,815917098,6856
Normal,433,3,4,3,385275.22,1446,838246810,4714
"Once Loyal, Now Gone",443,4,4,3,301345.5,1212,893961656,1975
"Once Loyal, Now Gone",443,4,4,3,263810.82,840,650687444,1729
Normal,422,2,4,2,825152.64,2245,610520398,5408
Churn customer,444,4,4,4,245224.32,1705,681812226,2244
Churn customer,444,4,4,4,8968.05,1510,431671988,189
Normal,423,2,4,3,317867.55,1745,906345736,6699
High paying customer,421,2,4,1,2585600.8,2568,955815541,5914
Normal,432,3,4,2,808606.7,2601,203955876,3931
Normal,423,2,4,3,272173.2,778,473661220,5736
Normal,423,2,4,3,703326.08,447,793950450,6436
"Once Loyal, Now Gone",443,4,4,3,345649.12,623,408460366,1354
"Once Loyal, Now Gone",442,4,4,2,1277674.02,1371,130754315,1962
Normal,433,3,4,3,564646.5,435,224126088,2745
Normal,422,2,4,2,816103.04,1239,396552217,7468
Normal,434,3,4,4,131483.95,2095,671067941,2771
"Once Loyal, Now Gone",443,4,4,3,609456.8,2763,684343802,1394
Normal,433,3,4,3,736993.36,2466,512851083,2887
Normal,334,3,3,4,44168.22,200,994504153,4734
High paying customer,411,1,4,1,5827027.08,612,676292884,8948
Normal,423,2,4,3,759496,454,500260150,6950
Normal,423,2,4,3,775669.44,2099,937875640,7098
High paying customer,421,2,4,1,4267379.13,2682,632320535,6553
Normal,422,2,4,2,1037902.22,760,632118403,6737
Normal,233,3,2,3,558929.68,161,265085780,3628
Churn customer,444,4,4,4,202085.31,870,166501939,479
High paying customer,421,2,4,1,4824163.68,1142,299465692,7408
Normal,433,3,4,3,291340.48,1723,161812150,2666
Churn customer,444,4,4,4,160517.72,513,772375619,1964
Churn customer,444,4,4,4,134282.39,1848,106659066,1643
High paying customer,411,1,4,1,3854387.04,1438,497800672,9136
"Once Loyal, Now Gone",443,4,4,3,516572.71,2716,585362994,773
New customer,144,4,1,4,178459.47,46,812921607,423
Normal,433,3,4,3,649227.9,2535,678777682,4255
Loyal custommer,412,1,4,2,1365743.58,1110,517433583,8951
High paying customer,431,3,4,1,3217720.05,961,956251132,4815
Normal,432,3,4,2,1194455.12,1879,670026814,4679
New customer,144,4,1,4,22494.63,100,188068187,2411
High paying customer,421,2,4,1,3640263.9,2581,646814334,5590
High paying customer,331,3,3,1,2033931.69,233,832975518,4821
Churn customer,444,4,4,4,195865.6,2354,381524550,448
High paying customer,411,1,4,1,4184878.4,912,790243852,9572
Normal,423,2,4,3,303205.5,2054,589876401,6390
High paying customer,421,2,4,1,3204676,530,684330070,7330
High paying customer,411,1,4,1,6032809.44,590,696839892,9264
Normal,434,3,4,4,134710.55,1877,129169023,2839
Normal,224,2,2,4,55522.83,139,258436477,5951
"Once Loyal, Now Gone",443,4,4,3,275406.9,2012,863851821,1805
Normal,423,2,4,3,349943.75,586,737418496,7375
Normal,324,2,3,4,55019.01,268,775666797,5897
Churn customer,444,4,4,4,143020.71,432,614321839,339
Normal,433,3,4,3,353237.06,1100,195171105,4322
"Once Loyal, Now Gone",443,4,4,3,505840.4,857,793594682,1157
Normal,132,3,1,2,872990.8,41,639510571,4244
Normal,432,3,4,2,959384.8,1075,780427396,4664
Loyal custommer,314,1,3,4,73268.49,238,929598987,7853
"Once Loyal, Now Gone",442,4,4,2,822478.23,2192,396024358,1263
High paying customer,321,2,3,1,1844142.72,184,542163980,7224
Churn customer,444,4,4,4,36288.12,682,310492360,444
Normal,133,3,1,3,557983.68,32,286312568,5106
Churn customer,444,4,4,4,32283.35,2150,782170188,395
Normal,432,3,4,2,918039.1,444,651947009,4463
Loyal custommer,213,1,2,3,443657.5,168,439204919,9350
Normal,432,3,4,2,1736995.6,679,403298938,3973
Normal,434,3,4,4,208738.42,1868,439114367,2554
Normal,123,2,1,3,724089.28,30,373097264,6626
"Once Loyal, Now Gone",443,4,4,3,294082.56,1786,164442861,1152
Loyal custommer,412,1,4,2,1483993.08,1365,919332349,9726
Churn customer,444,4,4,4,76299.6,2124,435900866,1608
Normal,422,2,4,2,825828.96,1430,670779979,7557
"Once Loyal, Now Gone",442,4,4,2,1260357.22,637,635751616,1886
Normal,422,2,4,2,1368316.4,2574,578725707,6652
"Once Loyal, Now Gone",443,4,4,3,309399.36,1341,775008904,1212
Normal,234,3,2,4,37282.68,151,759777820,3996
Normal,432,3,4,2,872168,2160,484976708,4240
High paying customer,421,2,4,1,1922003.12,1976,459372985,7529
Normal,433,3,4,3,474603.04,1727,470378625,4343
High paying customer,411,1,4,1,5967688.44,2134,118005025,9164
Normal,424,2,4,4,63985.14,1384,522089898,6858
Normal,422,2,4,2,810199.8,2616,768230426,5310
